Orthogroup	Vicia_faba-Fabales-Fabaceae-Vicia-1.prot	Vicia_faba-Fabales-Fabaceae-Vicia-2.prot
OG0000252	Vfaba.Tiffany.R1.1g242600.1, Vfaba.Tiffany.R1.4g152960.1	Vfaba.Hedin2.R1.1g298960.1, Vfaba.Hedin2.R1.4g201400.1, Vfaba.Hedin2.R1.5g173640.1, Vfaba.Hedin2.R1.6g069040.1, Vfaba.Hedin2.R1.6g069520.1, Vfaba.Hedin2.R1.6g069720.1, Vfaba.Hedin2.R1.Ung028480.1, Vfaba.Hedin2.R1.Ung081400.1
OG0000253	Vfaba.Tiffany.R1.1g264040.1, Vfaba.Tiffany.R1.1g310280.1, Vfaba.Tiffany.R1.3g140480.1, Vfaba.Tiffany.R1.4g097720.1, Vfaba.Tiffany.R1.6g145080.1, Vfaba.Tiffany.R1.Ung016920.1	Vfaba.Hedin2.R1.1g480960.1, Vfaba.Hedin2.R1.2g179160.1, Vfaba.Hedin2.R1.4g126440.1, Vfaba.Hedin2.R1.4g136000.1
OG0000254	Vfaba.Tiffany.R1.1g146000.1, Vfaba.Tiffany.R1.1g302120.1, Vfaba.Tiffany.R1.4g085960.1, Vfaba.Tiffany.R1.4g128800.1, Vfaba.Tiffany.R1.5g143000.1, Vfaba.Tiffany.R1.6g059200.1	Vfaba.Hedin2.R1.1g151520.1, Vfaba.Hedin2.R1.2g220800.1, Vfaba.Hedin2.R1.3g003240.1, Vfaba.Hedin2.R1.4g054720.1
OG0000255	Vfaba.Tiffany.R1.1g311240.1, Vfaba.Tiffany.R1.1g316440.1, Vfaba.Tiffany.R1.6g092480.1	Vfaba.Hedin2.R1.1g381680.1, Vfaba.Hedin2.R1.1g463480.1, Vfaba.Hedin2.R1.2g002560.1, Vfaba.Hedin2.R1.2g015040.1, Vfaba.Hedin2.R1.2g165120.1, Vfaba.Hedin2.R1.5g164680.1, Vfaba.Hedin2.R1.6g061960.1
OG0000256	Vfaba.Tiffany.R1.1g313680.1	Vfaba.Hedin2.R1.1g066160.1, Vfaba.Hedin2.R1.1g166680.1, Vfaba.Hedin2.R1.1g384240.1, Vfaba.Hedin2.R1.2g157920.1, Vfaba.Hedin2.R1.3g059480.1, Vfaba.Hedin2.R1.4g014880.1, Vfaba.Hedin2.R1.4g068040.1, Vfaba.Hedin2.R1.4g110160.1, Vfaba.Hedin2.R1.4g212960.1
OG0000257	Vfaba.Tiffany.R1.1g326560.1, Vfaba.Tiffany.R1.1g326640.1, Vfaba.Tiffany.R1.1g326680.1, Vfaba.Tiffany.R1.1g326720.1, Vfaba.Tiffany.R1.1g326760.1, Vfaba.Tiffany.R1.1g326800.1	Vfaba.Hedin2.R1.1g398720.1, Vfaba.Hedin2.R1.1g398840.1, Vfaba.Hedin2.R1.1g398880.1, Vfaba.Hedin2.R1.1g398920.1
OG0000258	Vfaba.Tiffany.R1.1g083640.1, Vfaba.Tiffany.R1.1g326920.1, Vfaba.Tiffany.R1.2g030320.1, Vfaba.Tiffany.R1.3g048480.1, Vfaba.Tiffany.R1.5g099120.1, Vfaba.Tiffany.R1.6g022040.1, Vfaba.Tiffany.R1.6g041600.1, Vfaba.Tiffany.R1.Ung011720.1, Vfaba.Tiffany.R1.Ung039760.1	Vfaba.Hedin2.R1.1g113000.1
OG0000259	Vfaba.Tiffany.R1.1g327680.1, Vfaba.Tiffany.R1.2g029480.1, Vfaba.Tiffany.R1.2g084720.1, Vfaba.Tiffany.R1.2g149840.2, Vfaba.Tiffany.R1.3g188920.1, Vfaba.Tiffany.R1.4g005320.1, Vfaba.Tiffany.R1.Ung015800.1	Vfaba.Hedin2.R1.1g241600.1, Vfaba.Hedin2.R1.4g233520.2, Vfaba.Hedin2.R1.Ung049760.1
OG0000260	Vfaba.Tiffany.R1.1g055280.1, Vfaba.Tiffany.R1.1g339000.1, Vfaba.Tiffany.R1.2g014400.1, Vfaba.Tiffany.R1.2g037280.1, Vfaba.Tiffany.R1.3g109400.1, Vfaba.Tiffany.R1.3g114680.1, Vfaba.Tiffany.R1.3g168960.1, Vfaba.Tiffany.R1.3g185720.1, Vfaba.Tiffany.R1.5g050160.1, Vfaba.Tiffany.R1.6g032760.1	
OG0000261	Vfaba.Tiffany.R1.1g027880.1, Vfaba.Tiffany.R1.1g343120.1, Vfaba.Tiffany.R1.3g041360.1, Vfaba.Tiffany.R1.3g041400.1, Vfaba.Tiffany.R1.6g022160.1	Vfaba.Hedin2.R1.1g040440.1, Vfaba.Hedin2.R1.3g049280.1, Vfaba.Hedin2.R1.3g049320.1, Vfaba.Hedin2.R1.5g039880.1, Vfaba.Hedin2.R1.6g028360.1
OG0000262	Vfaba.Tiffany.R1.1g346880.1, Vfaba.Tiffany.R1.4g179400.1, Vfaba.Tiffany.R1.4g180760.1, Vfaba.Tiffany.R1.4g180800.1, Vfaba.Tiffany.R1.4g180840.1, Vfaba.Tiffany.R1.4g183280.1, Vfaba.Tiffany.R1.4g183320.2, Vfaba.Tiffany.R1.6g040560.1, Vfaba.Tiffany.R1.6g049160.1	Vfaba.Hedin2.R1.1g423440.1
OG0000263	Vfaba.Tiffany.R1.1g383920.1, Vfaba.Tiffany.R1.1g384240.1, Vfaba.Tiffany.R1.1g384360.1, Vfaba.Tiffany.R1.1g384440.1, Vfaba.Tiffany.R1.1g384520.1, Vfaba.Tiffany.R1.1g384560.1, Vfaba.Tiffany.R1.1g384640.1, Vfaba.Tiffany.R1.1g384680.1	Vfaba.Hedin2.R1.1g468520.1, Vfaba.Hedin2.R1.1g468600.1
OG0000264	Vfaba.Tiffany.R1.1g389240.1, Vfaba.Tiffany.R1.3g131280.1, Vfaba.Tiffany.R1.5g031000.1, Vfaba.Tiffany.R1.6g092440.1	Vfaba.Hedin2.R1.1g131280.1, Vfaba.Hedin2.R1.1g473360.1, Vfaba.Hedin2.R1.3g164200.1, Vfaba.Hedin2.R1.5g036960.1, Vfaba.Hedin2.R1.6g021360.1, Vfaba.Hedin2.R1.6g113920.1
OG0000265	Vfaba.Tiffany.R1.1g404360.1, Vfaba.Tiffany.R1.1g404360.2, Vfaba.Tiffany.R1.1g404360.3, Vfaba.Tiffany.R1.1g404360.4, Vfaba.Tiffany.R1.3g192440.1	Vfaba.Hedin2.R1.1g490360.1, Vfaba.Hedin2.R1.1g490360.2, Vfaba.Hedin2.R1.1g490360.3, Vfaba.Hedin2.R1.1g490360.4, Vfaba.Hedin2.R1.6g199160.1
OG0000266	Vfaba.Tiffany.R1.1g034160.1, Vfaba.Tiffany.R1.1g034200.1, Vfaba.Tiffany.R1.4g090120.1, Vfaba.Tiffany.R1.4g104000.1, Vfaba.Tiffany.R1.5g084920.1, Vfaba.Tiffany.R1.6g059560.1, Vfaba.Tiffany.R1.6g059600.1, Vfaba.Tiffany.R1.Ung043640.1	Vfaba.Hedin2.R1.3g045440.1, Vfaba.Hedin2.R1.5g102880.1
OG0000267	Vfaba.Tiffany.R1.1g040960.1, Vfaba.Tiffany.R1.5g017360.1, Vfaba.Tiffany.R1.5g120880.1, Vfaba.Tiffany.R1.6g099600.1	Vfaba.Hedin2.R1.1g191880.1, Vfaba.Hedin2.R1.2g007480.1, Vfaba.Hedin2.R1.5g019640.1, Vfaba.Hedin2.R1.5g127120.1, Vfaba.Hedin2.R1.6g178400.2, Vfaba.Hedin2.R1.6g199600.1
OG0000268	Vfaba.Tiffany.R1.1g048080.1, Vfaba.Tiffany.R1.1g112400.1, Vfaba.Tiffany.R1.2g208440.1, Vfaba.Tiffany.R1.3g067120.1, Vfaba.Tiffany.R1.5g081160.1	Vfaba.Hedin2.R1.1g344720.1, Vfaba.Hedin2.R1.2g124280.1, Vfaba.Hedin2.R1.3g029200.1, Vfaba.Hedin2.R1.3g080000.1, Vfaba.Hedin2.R1.3g136240.1
OG0000269	Vfaba.Tiffany.R1.1g051320.1, Vfaba.Tiffany.R1.1g051360.1, Vfaba.Tiffany.R1.2g011320.1, Vfaba.Tiffany.R1.2g011440.1, Vfaba.Tiffany.R1.2g011440.2, Vfaba.Tiffany.R1.2g011560.1, Vfaba.Tiffany.R1.2g011560.2, Vfaba.Tiffany.R1.4g067080.1	Vfaba.Hedin2.R1.1g071360.1, Vfaba.Hedin2.R1.4g091680.1
OG0000270	Vfaba.Tiffany.R1.1g051440.1, Vfaba.Tiffany.R1.1g148760.1, Vfaba.Tiffany.R1.2g209000.1, Vfaba.Tiffany.R1.5g114200.1, Vfaba.Tiffany.R1.Ung027440.1, Vfaba.Tiffany.R1.Ung028760.1, Vfaba.Tiffany.R1.Ung041360.1	Vfaba.Hedin2.R1.6g026440.1, Vfaba.Hedin2.R1.Ung080440.1, Vfaba.Hedin2.R1.Ung085040.1
OG0000271	Vfaba.Tiffany.R1.1g064280.1, Vfaba.Tiffany.R1.1g064320.1, Vfaba.Tiffany.R1.Ung000080.1, Vfaba.Tiffany.R1.Ung000120.1, Vfaba.Tiffany.R1.Ung000160.1, Vfaba.Tiffany.R1.Ung000200.1, Vfaba.Tiffany.R1.Ung033760.1, Vfaba.Tiffany.R1.Ung033840.1, Vfaba.Tiffany.R1.Ung043040.1, Vfaba.Tiffany.R1.Ung045840.1	
OG0000272	Vfaba.Tiffany.R1.1g074040.1	Vfaba.Hedin2.R1.1g100640.1, Vfaba.Hedin2.R1.3g021920.1, Vfaba.Hedin2.R1.3g042800.1, Vfaba.Hedin2.R1.3g112000.1, Vfaba.Hedin2.R1.4g195680.1, Vfaba.Hedin2.R1.4g195680.2, Vfaba.Hedin2.R1.5g057440.1, Vfaba.Hedin2.R1.6g176720.1, Vfaba.Hedin2.R1.6g176720.2
OG0000273	Vfaba.Tiffany.R1.1g099600.1, Vfaba.Tiffany.R1.6g050400.1	Vfaba.Hedin2.R1.1g367520.1, Vfaba.Hedin2.R1.1g367560.1, Vfaba.Hedin2.R1.1g367560.2, Vfaba.Hedin2.R1.2g088160.1, Vfaba.Hedin2.R1.2g088200.1, Vfaba.Hedin2.R1.3g082720.1, Vfaba.Hedin2.R1.3g082840.1, Vfaba.Hedin2.R1.6g061360.1
OG0000274	Vfaba.Tiffany.R1.1g116600.1, Vfaba.Tiffany.R1.1g158800.1, Vfaba.Tiffany.R1.1g158840.1, Vfaba.Tiffany.R1.2g155520.1, Vfaba.Tiffany.R1.5g017160.1	Vfaba.Hedin2.R1.1g203560.1, Vfaba.Hedin2.R1.1g203640.1, Vfaba.Hedin2.R1.2g128120.1, Vfaba.Hedin2.R1.3g211000.1, Vfaba.Hedin2.R1.Ung112360.1
OG0000275	Vfaba.Tiffany.R1.1g128920.1, Vfaba.Tiffany.R1.3g034280.1, Vfaba.Tiffany.R1.3g156840.1, Vfaba.Tiffany.R1.3g157480.1, Vfaba.Tiffany.R1.3g158880.1, Vfaba.Tiffany.R1.3g159440.1	Vfaba.Hedin2.R1.1g169200.1, Vfaba.Hedin2.R1.2g260640.1, Vfaba.Hedin2.R1.6g069400.1, Vfaba.Hedin2.R1.6g069640.1
OG0000276	Vfaba.Tiffany.R1.1g138880.1, Vfaba.Tiffany.R1.3g139720.1, Vfaba.Tiffany.R1.4g066520.1	Vfaba.Hedin2.R1.1g180920.1, Vfaba.Hedin2.R1.2g216880.1, Vfaba.Hedin2.R1.2g228440.1, Vfaba.Hedin2.R1.2g228600.1, Vfaba.Hedin2.R1.4g091280.1, Vfaba.Hedin2.R1.4g135800.1, Vfaba.Hedin2.R1.4g135920.1
OG0000277	Vfaba.Tiffany.R1.1g149480.1, Vfaba.Tiffany.R1.2g032920.1, Vfaba.Tiffany.R1.2g197560.1, Vfaba.Tiffany.R1.3g102760.1, Vfaba.Tiffany.R1.6g089800.1, Vfaba.Tiffany.R1.6g153200.1	Vfaba.Hedin2.R1.3g093600.1, Vfaba.Hedin2.R1.3g127560.1, Vfaba.Hedin2.R1.4g034880.1, Vfaba.Hedin2.R1.5g143040.1
OG0000278	Vfaba.Tiffany.R1.1g157640.1, Vfaba.Tiffany.R1.3g024800.1, Vfaba.Tiffany.R1.4g080400.1, Vfaba.Tiffany.R1.4g157440.1, Vfaba.Tiffany.R1.5g134640.1	Vfaba.Hedin2.R1.Ung039800.1, Vfaba.Hedin2.R1.Ung078520.1, Vfaba.Hedin2.R1.Ung104680.1, Vfaba.Hedin2.R1.Ung114360.1, Vfaba.Hedin2.R1.Ung121280.1
OG0000279	Vfaba.Tiffany.R1.2g015400.1, Vfaba.Tiffany.R1.2g015680.1, Vfaba.Tiffany.R1.2g015760.1, Vfaba.Tiffany.R1.2g015840.1	Vfaba.Hedin2.R1.2g017960.1, Vfaba.Hedin2.R1.2g018840.1, Vfaba.Hedin2.R1.2g019040.1, Vfaba.Hedin2.R1.2g019440.1, Vfaba.Hedin2.R1.2g019520.1, Vfaba.Hedin2.R1.2g019680.1
OG0000280	Vfaba.Tiffany.R1.2g052840.1, Vfaba.Tiffany.R1.2g065160.1, Vfaba.Tiffany.R1.3g010960.1, Vfaba.Tiffany.R1.4g121200.1, Vfaba.Tiffany.R1.6g063480.1, Vfaba.Tiffany.R1.6g132200.1	Vfaba.Hedin2.R1.2g232640.1, Vfaba.Hedin2.R1.3g066280.1, Vfaba.Hedin2.R1.4g040040.1, Vfaba.Hedin2.R1.6g134640.1
OG0000281	Vfaba.Tiffany.R1.2g054680.1, Vfaba.Tiffany.R1.2g054680.2, Vfaba.Tiffany.R1.4g138200.1, Vfaba.Tiffany.R1.4g138200.2, Vfaba.Tiffany.R1.4g138200.3	Vfaba.Hedin2.R1.2g067120.1, Vfaba.Hedin2.R1.2g067120.2, Vfaba.Hedin2.R1.5g147760.1, Vfaba.Hedin2.R1.5g147760.2, Vfaba.Hedin2.R1.5g147760.3
OG0000282	Vfaba.Tiffany.R1.2g054880.1, Vfaba.Tiffany.R1.2g203280.1, Vfaba.Tiffany.R1.5g133160.1	Vfaba.Hedin2.R1.1g297440.1, Vfaba.Hedin2.R1.1g346040.1, Vfaba.Hedin2.R1.4g220560.1, Vfaba.Hedin2.R1.5g042640.1, Vfaba.Hedin2.R1.5g090440.1, Vfaba.Hedin2.R1.5g168680.1, Vfaba.Hedin2.R1.6g169400.1
OG0000283	Vfaba.Tiffany.R1.2g062000.1, Vfaba.Tiffany.R1.4g137640.1, Vfaba.Tiffany.R1.6g056480.1, Vfaba.Tiffany.R1.6g110800.1	Vfaba.Hedin2.R1.1g350160.1, Vfaba.Hedin2.R1.3g036680.2, Vfaba.Hedin2.R1.4g182000.1, Vfaba.Hedin2.R1.6g070400.1, Vfaba.Hedin2.R1.6g145880.1, Vfaba.Hedin2.R1.Ung064320.1
OG0000284	Vfaba.Tiffany.R1.2g089560.1, Vfaba.Tiffany.R1.2g089600.1, Vfaba.Tiffany.R1.2g089760.1, Vfaba.Tiffany.R1.2g089800.1	Vfaba.Hedin2.R1.2g108800.1, Vfaba.Hedin2.R1.2g108840.1, Vfaba.Hedin2.R1.2g108880.1, Vfaba.Hedin2.R1.2g109080.1, Vfaba.Hedin2.R1.Ung119240.1, Vfaba.Hedin2.R1.Ung119320.1
OG0000285	Vfaba.Tiffany.R1.2g091680.1, Vfaba.Tiffany.R1.5g107920.1, Vfaba.Tiffany.R1.5g107960.1	Vfaba.Hedin2.R1.2g111600.1, Vfaba.Hedin2.R1.5g134320.1, Vfaba.Hedin2.R1.5g134360.1, Vfaba.Hedin2.R1.5g134400.1, Vfaba.Hedin2.R1.5g135480.1, Vfaba.Hedin2.R1.5g135560.1, Vfaba.Hedin2.R1.5g150600.1
OG0000286	Vfaba.Tiffany.R1.2g096160.1, Vfaba.Tiffany.R1.2g096360.1, Vfaba.Tiffany.R1.2g096560.1, Vfaba.Tiffany.R1.2g096600.1, Vfaba.Tiffany.R1.2g096640.1	Vfaba.Hedin2.R1.2g117520.1, Vfaba.Hedin2.R1.2g117600.1, Vfaba.Hedin2.R1.2g117880.1, Vfaba.Hedin2.R1.2g117920.1, Vfaba.Hedin2.R1.2g117960.1
OG0000287	Vfaba.Tiffany.R1.2g108320.1, Vfaba.Tiffany.R1.2g144080.1, Vfaba.Tiffany.R1.3g104000.1, Vfaba.Tiffany.R1.3g150040.1, Vfaba.Tiffany.R1.5g050080.1, Vfaba.Tiffany.R1.6g150000.1	Vfaba.Hedin2.R1.1g191840.1, Vfaba.Hedin2.R1.5g059400.1, Vfaba.Hedin2.R1.5g127080.1, Vfaba.Hedin2.R1.6g199560.1
OG0000288	Vfaba.Tiffany.R1.2g147840.1, Vfaba.Tiffany.R1.2g147880.1, Vfaba.Tiffany.R1.2g194320.1, Vfaba.Tiffany.R1.2g194320.2, Vfaba.Tiffany.R1.2g194320.3	Vfaba.Hedin2.R1.2g074240.1, Vfaba.Hedin2.R1.Ung024080.1, Vfaba.Hedin2.R1.Ung024080.2, Vfaba.Hedin2.R1.Ung024080.3, Vfaba.Hedin2.R1.Ung024080.4
OG0000289	Vfaba.Tiffany.R1.2g149280.1, Vfaba.Tiffany.R1.2g195960.1, Vfaba.Tiffany.R1.5g081200.1	Vfaba.Hedin2.R1.1g204160.1, Vfaba.Hedin2.R1.2g125200.1, Vfaba.Hedin2.R1.5g096920.1, Vfaba.Hedin2.R1.Ung061920.1, Vfaba.Hedin2.R1.Ung092480.1, Vfaba.Hedin2.R1.Ung113680.1, Vfaba.Hedin2.R1.Ung119440.1
OG0000290	Vfaba.Tiffany.R1.2g196200.1, Vfaba.Tiffany.R1.2g196240.1, Vfaba.Tiffany.R1.2g196280.1, Vfaba.Tiffany.R1.2g196400.1	Vfaba.Hedin2.R1.2g249640.1, Vfaba.Hedin2.R1.2g249720.1, Vfaba.Hedin2.R1.2g249760.1, Vfaba.Hedin2.R1.2g249880.1, Vfaba.Hedin2.R1.2g250040.1, Vfaba.Hedin2.R1.2g250080.1
OG0000291	Vfaba.Tiffany.R1.2g199240.1, Vfaba.Tiffany.R1.3g035920.1, Vfaba.Tiffany.R1.5g103040.1	Vfaba.Hedin2.R1.1g319080.1, Vfaba.Hedin2.R1.1g353280.1, Vfaba.Hedin2.R1.2g254000.1, Vfaba.Hedin2.R1.2g264440.1, Vfaba.Hedin2.R1.3g044400.1, Vfaba.Hedin2.R1.3g138000.1, Vfaba.Hedin2.R1.4g059880.1
OG0000292	Vfaba.Tiffany.R1.3g013960.1, Vfaba.Tiffany.R1.3g013960.2, Vfaba.Tiffany.R1.3g013960.3, Vfaba.Tiffany.R1.3g013960.4, Vfaba.Tiffany.R1.3g013960.5	Vfaba.Hedin2.R1.3g020640.1, Vfaba.Hedin2.R1.3g020640.2, Vfaba.Hedin2.R1.3g020640.3, Vfaba.Hedin2.R1.3g020640.4, Vfaba.Hedin2.R1.3g020640.5
OG0000293	Vfaba.Tiffany.R1.3g018600.1, Vfaba.Tiffany.R1.3g018720.1, Vfaba.Tiffany.R1.3g018760.1, Vfaba.Tiffany.R1.Ung030640.1, Vfaba.Tiffany.R1.Ung030680.1, Vfaba.Tiffany.R1.Ung038320.1, Vfaba.Tiffany.R1.Ung038360.1	Vfaba.Hedin2.R1.3g026280.1, Vfaba.Hedin2.R1.3g026320.1, Vfaba.Hedin2.R1.Ung095840.1
OG0000294	Vfaba.Tiffany.R1.3g039440.1, Vfaba.Tiffany.R1.3g156160.1, Vfaba.Tiffany.R1.3g158200.1	Vfaba.Hedin2.R1.1g157640.1, Vfaba.Hedin2.R1.3g217520.1, Vfaba.Hedin2.R1.4g025560.1, Vfaba.Hedin2.R1.4g086720.1, Vfaba.Hedin2.R1.4g087280.1, Vfaba.Hedin2.R1.5g195720.1, Vfaba.Hedin2.R1.6g137240.1
OG0000295	Vfaba.Tiffany.R1.3g044360.1, Vfaba.Tiffany.R1.3g044400.1, Vfaba.Tiffany.R1.3g044440.1, Vfaba.Tiffany.R1.3g044480.1	Vfaba.Hedin2.R1.3g053400.1, Vfaba.Hedin2.R1.3g053440.1, Vfaba.Hedin2.R1.3g053480.1, Vfaba.Hedin2.R1.3g053520.1, Vfaba.Hedin2.R1.3g053560.1, Vfaba.Hedin2.R1.3g053600.1
OG0000296	Vfaba.Tiffany.R1.3g090000.1, Vfaba.Tiffany.R1.3g090080.1	Vfaba.Hedin2.R1.3g112720.1, Vfaba.Hedin2.R1.3g112760.1, Vfaba.Hedin2.R1.3g112800.1, Vfaba.Hedin2.R1.3g112840.1, Vfaba.Hedin2.R1.3g112880.1, Vfaba.Hedin2.R1.3g112920.1, Vfaba.Hedin2.R1.3g112960.1, Vfaba.Hedin2.R1.3g113000.1
OG0000297	Vfaba.Tiffany.R1.3g101880.1, Vfaba.Tiffany.R1.5g137240.1, Vfaba.Tiffany.R1.5g137320.1, Vfaba.Tiffany.R1.6g046600.1, Vfaba.Tiffany.R1.6g046640.1, Vfaba.Tiffany.R1.6g046760.1, Vfaba.Tiffany.R1.6g046800.1	Vfaba.Hedin2.R1.3g091560.1, Vfaba.Hedin2.R1.5g174920.1, Vfaba.Hedin2.R1.6g056200.1
OG0000298	Vfaba.Tiffany.R1.3g110400.1, Vfaba.Tiffany.R1.3g110440.1, Vfaba.Tiffany.R1.6g036560.1, Vfaba.Tiffany.R1.6g036600.1	Vfaba.Hedin2.R1.3g137120.1, Vfaba.Hedin2.R1.3g137120.2, Vfaba.Hedin2.R1.3g137200.1, Vfaba.Hedin2.R1.3g137200.2, Vfaba.Hedin2.R1.6g045240.1, Vfaba.Hedin2.R1.6g045320.1
OG0000299	Vfaba.Tiffany.R1.3g173440.1, Vfaba.Tiffany.R1.3g173480.1, Vfaba.Tiffany.R1.3g173520.1	Vfaba.Hedin2.R1.1g013640.1, Vfaba.Hedin2.R1.3g210480.1, Vfaba.Hedin2.R1.3g210560.1, Vfaba.Hedin2.R1.3g210600.1, Vfaba.Hedin2.R1.3g210640.1, Vfaba.Hedin2.R1.3g210680.1, Vfaba.Hedin2.R1.3g210720.1
OG0000300	Vfaba.Tiffany.R1.4g091960.1, Vfaba.Tiffany.R1.4g092000.1, Vfaba.Tiffany.R1.5g016360.1, Vfaba.Tiffany.R1.5g016360.2, Vfaba.Tiffany.R1.5g136680.1, Vfaba.Tiffany.R1.5g136680.2, Vfaba.Tiffany.R1.5g136880.1, Vfaba.Tiffany.R1.5g136880.2, Vfaba.Tiffany.R1.Ung037800.1	Vfaba.Hedin2.R1.1g477720.1
OG0000301	Vfaba.Tiffany.R1.4g123880.1, Vfaba.Tiffany.R1.4g125960.1, Vfaba.Tiffany.R1.4g126000.1, Vfaba.Tiffany.R1.4g126000.2	Vfaba.Hedin2.R1.3g198280.1, Vfaba.Hedin2.R1.4g164120.1, Vfaba.Hedin2.R1.4g166720.1, Vfaba.Hedin2.R1.4g166760.1, Vfaba.Hedin2.R1.4g166760.2, Vfaba.Hedin2.R1.6g077680.1
OG0000302	Vfaba.Tiffany.R1.4g125680.1, Vfaba.Tiffany.R1.4g125720.1, Vfaba.Tiffany.R1.4g125760.1, Vfaba.Tiffany.R1.4g125800.1	Vfaba.Hedin2.R1.4g117120.1, Vfaba.Hedin2.R1.4g166400.1, Vfaba.Hedin2.R1.4g166400.3, Vfaba.Hedin2.R1.4g166440.1, Vfaba.Hedin2.R1.4g166480.1, Vfaba.Hedin2.R1.4g166520.1
OG0000303	Vfaba.Tiffany.R1.4g146680.1, Vfaba.Tiffany.R1.5g130440.1, Vfaba.Tiffany.R1.5g139240.1, Vfaba.Tiffany.R1.5g139320.1, Vfaba.Tiffany.R1.5g139360.1, Vfaba.Tiffany.R1.5g139480.1, Vfaba.Tiffany.R1.5g139560.1, Vfaba.Tiffany.R1.5g139600.1	Vfaba.Hedin2.R1.4g194240.1, Vfaba.Hedin2.R1.5g163560.1
OG0000304	Vfaba.Tiffany.R1.5g002800.1, Vfaba.Tiffany.R1.5g002840.1, Vfaba.Tiffany.R1.5g002920.1, Vfaba.Tiffany.R1.5g002960.1, Vfaba.Tiffany.R1.5g003000.1	Vfaba.Hedin2.R1.5g002800.1, Vfaba.Hedin2.R1.5g002840.1, Vfaba.Hedin2.R1.5g002880.1, Vfaba.Hedin2.R1.5g002920.1, Vfaba.Hedin2.R1.5g002960.1
OG0000305	Vfaba.Tiffany.R1.5g008440.1, Vfaba.Tiffany.R1.5g008520.1	Vfaba.Hedin2.R1.5g009160.1, Vfaba.Hedin2.R1.5g009240.1, Vfaba.Hedin2.R1.5g009280.1, Vfaba.Hedin2.R1.5g009360.1, Vfaba.Hedin2.R1.5g009400.1, Vfaba.Hedin2.R1.5g009440.1, Vfaba.Hedin2.R1.Ung007400.1, Vfaba.Hedin2.R1.Ung007440.1
OG0000306	Vfaba.Tiffany.R1.5g056440.1, Vfaba.Tiffany.R1.5g056480.1, Vfaba.Tiffany.R1.5g056560.1, Vfaba.Tiffany.R1.5g056600.1, Vfaba.Tiffany.R1.5g056680.1, Vfaba.Tiffany.R1.5g056720.1	Vfaba.Hedin2.R1.5g067160.1, Vfaba.Hedin2.R1.5g067200.1, Vfaba.Hedin2.R1.5g067280.1, Vfaba.Hedin2.R1.5g067360.1
OG0000307	Vfaba.Tiffany.R1.5g062240.2, Vfaba.Tiffany.R1.5g062240.3, Vfaba.Tiffany.R1.5g062240.4, Vfaba.Tiffany.R1.5g062240.6	Vfaba.Hedin2.R1.5g074080.1, Vfaba.Hedin2.R1.5g074080.2, Vfaba.Hedin2.R1.5g074080.3, Vfaba.Hedin2.R1.5g074080.4, Vfaba.Hedin2.R1.5g074080.5, Vfaba.Hedin2.R1.5g074080.6
OG0000308	Vfaba.Tiffany.R1.5g068520.1, Vfaba.Tiffany.R1.Ung029760.1, Vfaba.Tiffany.R1.Ung029760.2, Vfaba.Tiffany.R1.Ung029760.3, Vfaba.Tiffany.R1.Ung029760.4	Vfaba.Hedin2.R1.1g000800.1, Vfaba.Hedin2.R1.Ung091720.1, Vfaba.Hedin2.R1.Ung091720.2, Vfaba.Hedin2.R1.Ung091720.3, Vfaba.Hedin2.R1.Ung091720.4
OG0000309	Vfaba.Tiffany.R1.5g070280.1, Vfaba.Tiffany.R1.6g016480.1	Vfaba.Hedin2.R1.1g262040.1, Vfaba.Hedin2.R1.2g027280.1, Vfaba.Hedin2.R1.2g083720.1, Vfaba.Hedin2.R1.2g231440.1, Vfaba.Hedin2.R1.2g250240.1, Vfaba.Hedin2.R1.4g095880.1, Vfaba.Hedin2.R1.5g083400.1, Vfaba.Hedin2.R1.6g021480.1
OG0000310	Vfaba.Tiffany.R1.5g078480.1, Vfaba.Tiffany.R1.5g078560.1, Vfaba.Tiffany.R1.5g078600.1, Vfaba.Tiffany.R1.5g078720.1, Vfaba.Tiffany.R1.5g105920.1, Vfaba.Tiffany.R1.5g128440.1	Vfaba.Hedin2.R1.5g093520.1, Vfaba.Hedin2.R1.5g093560.1, Vfaba.Hedin2.R1.5g131560.1, Vfaba.Hedin2.R1.5g160680.1
OG0000311	Vfaba.Tiffany.R1.5g084560.1	Vfaba.Hedin2.R1.1g430120.1, Vfaba.Hedin2.R1.1g430160.1, Vfaba.Hedin2.R1.3g218040.1, Vfaba.Hedin2.R1.3g218080.1, Vfaba.Hedin2.R1.5g101840.1, Vfaba.Hedin2.R1.5g101880.1, Vfaba.Hedin2.R1.6g088680.1, Vfaba.Hedin2.R1.6g088720.1, Vfaba.Hedin2.R1.6g088760.1
OG0000312	Vfaba.Tiffany.R1.5g150400.1, Vfaba.Tiffany.R1.5g150480.1, Vfaba.Tiffany.R1.5g150520.1	Vfaba.Hedin2.R1.5g194400.1, Vfaba.Hedin2.R1.5g194800.1, Vfaba.Hedin2.R1.5g194840.1, Vfaba.Hedin2.R1.5g194880.1, Vfaba.Hedin2.R1.5g194920.1, Vfaba.Hedin2.R1.5g195000.1, Vfaba.Hedin2.R1.5g195000.2
