Orthogroup	Apatococcus_fuscideae-Prasiolales.prot	Apatococcus_lobatus-Prasiolales.prot
OG0000207	KAK9838436.1, KAK9838437.1	KAK9816244.1, KAK9826261.1, KAK9826262.1
OG0000208	KAK9838442.1, KAK9838443.1, KAK9856113.1, KAK9856114.1	KAK9838038.1
OG0000209	KAK9838601.1, KAK9861528.1, KAK9866773.1	KAK9827914.1, KAK9827915.1
OG0000210	KAK9839356.1, KAK9867042.1, KAK9867043.1, KAK9867767.1	KAK9822765.1
OG0000211	KAK9839386.1, KAK9850445.1, KAK9850446.1	KAK9825223.1, KAK9825294.1
OG0000212	KAK9839602.1, KAK9853909.1, KAK9853910.1, KAK9862042.1	KAK9825625.1
OG0000213	KAK9839735.1, KAK9864905.1	KAK9818797.1, KAK9818798.1, KAK9818799.1
OG0000214	KAK9840669.1, KAK9840672.1	KAK9818563.1, KAK9818564.1, KAK9818565.1
OG0000215	KAK9840674.1, KAK9840675.1	KAK9842812.1, KAK9842813.1, KAK9842814.1
OG0000216	KAK9840898.1, KAK9849107.1, KAK9866949.1	KAK9841315.1, KAK9841731.1
OG0000217	KAK9841070.1, KAK9852848.1	KAK9817612.1, KAK9825766.1, KAK9826564.1
OG0000218	KAK9841084.1, KAK9841923.1, KAK9848494.1, KAK9848495.1	KAK9831081.1
OG0000219	KAK9841896.1, KAK9855481.1, KAK9864746.1, KAK9868644.1	KAK9836640.1
OG0000220	KAK9841899.1, KAK9855130.1, KAK9855131.1	KAK9820794.1, KAK9820795.1
OG0000221	KAK9841902.1, KAK9855160.1, KAK9855161.1	KAK9834461.1, KAK9834462.1
OG0000222	KAK9841912.1, KAK9841913.1, KAK9841914.1, KAK9852816.1	KAK9826062.1
OG0000223	KAK9842133.1, KAK9860427.1	KAK9821896.1, KAK9821897.1, KAK9821898.1
OG0000224	KAK9842135.1, KAK9842136.1, KAK9862127.1, KAK9868521.1	KAK9822754.1
OG0000225	KAK9842169.1, KAK9846881.1, KAK9846882.1, KAK9852865.1	KAK9821700.1
OG0000226	KAK9842183.1, KAK9842184.1	KAK9815987.1, KAK9817451.1, KAK9817452.1
OG0000227	KAK9842194.1, KAK9863746.1, KAK9863747.1, KAK9863748.1	KAK9830734.1
OG0000228	KAK9842369.1	KAK9822280.1, KAK9822281.1, KAK9822282.1, KAK9822283.1
OG0000229	KAK9842399.1, KAK9842400.1	KAK9832204.1, KAK9832205.1, KAK9832206.1
OG0000230	KAK9842609.1, KAK9842610.1, KAK9848943.1, KAK9863745.1	KAK9830697.1
OG0000231	KAK9843376.1, KAK9843377.1, KAK9849660.1, KAK9862399.1	KAK9826596.1
OG0000232	KAK9843559.1, KAK9850255.1, KAK9852843.1, KAK9855143.1	KAK9833645.1
OG0000233	KAK9843602.1, KAK9843603.1	KAK9837735.1, KAK9837736.1, KAK9837737.1
OG0000234	KAK9843625.1, KAK9861749.1, KAK9865281.1, KAK9865282.1	KAK9841546.1
OG0000235	KAK9843898.1, KAK9843899.1	KAK9842997.1, KAK9842998.1, KAK9842999.1
OG0000236	KAK9843905.1, KAK9843906.1	KAK9821655.1, KAK9821656.1, KAK9822143.1
OG0000237	KAK9843917.1, KAK9843918.1, KAK9863011.1, KAK9863977.1	KAK9837770.1
OG0000238	KAK9843922.1, KAK9854773.1, KAK9857560.1, KAK9866038.1, KAK9866044.1	
OG0000239	KAK9844228.1, KAK9854492.1, KAK9854493.1	KAK9825966.1, KAK9825967.1
OG0000240	KAK9844232.1, KAK9863867.1, KAK9863872.1, KAK9863873.1, KAK9863874.1	
OG0000241	KAK9845197.1, KAK9845198.1, KAK9866559.1	KAK9842645.1, KAK9842646.1
OG0000242	KAK9845531.1, KAK9865935.1	KAK9833145.1, KAK9833146.1, KAK9833147.1
OG0000243	KAK9845548.1	KAK9825239.1, KAK9825261.1, KAK9828132.1, KAK9841704.1
OG0000244	KAK9845559.1, KAK9862078.1	KAK9820716.1, KAK9833783.1, KAK9844372.1
OG0000245	KAK9845561.1, KAK9851124.1, KAK9851125.1, KAK9851126.1	KAK9821506.1
OG0000246	KAK9845581.1, KAK9861597.1	KAK9825817.1, KAK9842862.1, KAK9842863.1
OG0000247	KAK9845616.1, KAK9845619.1	KAK9843016.1, KAK9843157.1, KAK9843158.1
OG0000248	KAK9846043.1, KAK9846045.1	KAK9841398.1, KAK9841515.1, KAK9841516.1
OG0000249	KAK9846066.1, KAK9846067.1, KAK9868849.1, KAK9868850.1	KAK9830740.1
OG0000250	KAK9846900.1, KAK9849493.1, KAK9862233.1, KAK9862451.1	KAK9838728.1
OG0000251	KAK9846929.1, KAK9866851.1	KAK9830758.1, KAK9830860.1, KAK9840324.1
OG0000252	KAK9847024.1, KAK9864131.1, KAK9866526.1, KAK9866782.1	KAK9825500.1
OG0000253	KAK9847108.1, KAK9847109.1, KAK9867993.1	KAK9844491.1, KAK9844492.1
OG0000254	KAK9847146.1	KAK9821623.1, KAK9821677.1, KAK9821678.1, KAK9821679.1
OG0000255	KAK9847214.1	KAK9838690.1, KAK9839077.1, KAK9839078.1, KAK9839179.1
OG0000256	KAK9847235.1, KAK9866760.1	KAK9827779.1, KAK9827780.1, KAK9827781.1
OG0000257	KAK9847276.1, KAK9847277.1	KAK9839924.1, KAK9840099.1, KAK9840278.1
OG0000258	KAK9847377.1, KAK9862011.1	KAK9824786.1, KAK9838699.1, KAK9842723.1
OG0000259	KAK9847378.1, KAK9849368.1, KAK9860414.1, KAK9861825.1	KAK9838840.1
OG0000260	KAK9847382.1	KAK9833947.1, KAK9833948.1, KAK9833949.1, KAK9833950.1
OG0000261	KAK9847428.1	KAK9832940.1, KAK9832941.1, KAK9832942.1, KAK9832943.1
OG0000262	KAK9847454.1	KAK9831562.1, KAK9836673.1, KAK9836674.1, KAK9839907.1
OG0000263	KAK9847608.1, KAK9850116.1	KAK9824880.1, KAK9824940.1, KAK9834489.1
OG0000264	KAK9847743.1, KAK9847746.1, KAK9868747.1, KAK9868748.1	KAK9827531.1
OG0000265	KAK9847843.1, KAK9859841.1, KAK9859844.1, KAK9862229.1	KAK9832190.1
OG0000266	KAK9847908.1, KAK9847909.1, KAK9866212.1, KAK9867505.1, KAK9867506.1	
OG0000267	KAK9847956.1, KAK9868989.1	KAK9821051.1, KAK9831635.1, KAK9831796.1
OG0000268	KAK9848031.1, KAK9856850.1, KAK9862810.1, KAK9864268.1	KAK9835498.1
OG0000269	KAK9848231.1, KAK9848232.1, KAK9867135.1	KAK9833923.1, KAK9834512.1
OG0000270	KAK9848239.1, KAK9848240.1, KAK9868407.1	KAK9832974.1, KAK9832975.1
OG0000271	KAK9848757.1, KAK9850252.1, KAK9853116.1	KAK9833650.1, KAK9833859.1
OG0000272	KAK9848854.1, KAK9848855.1, KAK9848856.1	KAK9839936.1, KAK9839937.1
OG0000273	KAK9848857.1, KAK9865076.1	KAK9836598.1, KAK9840056.1, KAK9840382.1
OG0000274	KAK9848927.1	KAK9817423.1, KAK9822549.1, KAK9822550.1, KAK9825621.1
OG0000275	KAK9848930.1, KAK9848931.1	KAK9825330.1, KAK9826931.1, KAK9826932.1
OG0000276	KAK9849025.1, KAK9862626.1, KAK9862629.1	KAK9817331.1, KAK9822559.1
OG0000277	KAK9849110.1, KAK9849111.1, KAK9861260.1, KAK9861261.1	KAK9835669.1
OG0000278	KAK9849240.1, KAK9867876.1, KAK9867877.1, KAK9868005.1, KAK9868027.1	
OG0000279	KAK9849383.1, KAK9849384.1, KAK9849799.1	KAK9837981.1, KAK9837982.1
OG0000280	KAK9849655.1	KAK9821494.1, KAK9824927.1, KAK9831655.1, KAK9841148.1
OG0000281	KAK9849793.1, KAK9851662.1, KAK9865756.1	KAK9826220.1, KAK9839115.1
OG0000282	KAK9850426.1, KAK9865526.1, KAK9865527.1	KAK9843009.1, KAK9843010.1
OG0000283	KAK9850440.1, KAK9850441.1, KAK9850442.1	KAK9832150.1, KAK9832151.1
OG0000284	KAK9850816.1, KAK9852851.1, KAK9867664.1, KAK9867665.1	KAK9835581.1
OG0000285	KAK9851353.1, KAK9851354.1	KAK9819408.1, KAK9819409.1, KAK9819410.1
OG0000286	KAK9851552.1, KAK9868125.1, KAK9868126.1, KAK9868127.1	KAK9832148.1
OG0000287	KAK9851866.1, KAK9865752.1	KAK9827182.1, KAK9838053.1, KAK9844751.1
OG0000288	KAK9852121.1, KAK9852122.1, KAK9861256.1, KAK9866501.1	KAK9837829.1
OG0000289	KAK9852123.1, KAK9864671.1, KAK9864676.1	KAK9831688.1, KAK9837776.1
OG0000290	KAK9852346.1, KAK9868674.1	KAK9841600.1, KAK9843080.1, KAK9843081.1
OG0000291	KAK9852824.1, KAK9852825.1	KAK9821889.1, KAK9821890.1, KAK9821891.1
OG0000292	KAK9853075.1, KAK9853076.1	KAK9827087.1, KAK9827088.1, KAK9832367.1
OG0000293	KAK9853077.1, KAK9853078.1, KAK9868737.1	KAK9827169.1, KAK9827170.1
OG0000294	KAK9853087.1, KAK9853088.1	KAK9818647.1, KAK9818648.1, KAK9818649.1
OG0000295	KAK9853126.1, KAK9861826.1, KAK9861827.1, KAK9861830.1, KAK9861831.1	
OG0000296	KAK9853617.1	KAK9821083.1, KAK9825240.1, KAK9825324.1, KAK9826013.1
OG0000297	KAK9853637.1, KAK9853640.1	KAK9821404.1, KAK9840157.1, KAK9840400.1
OG0000298	KAK9853860.1, KAK9853861.1, KAK9865060.1	KAK9825995.1, KAK9825996.1
OG0000299	KAK9853867.1, KAK9853868.1, KAK9854454.1	KAK9816117.1, KAK9838780.1
OG0000300	KAK9853874.1, KAK9854452.1, KAK9854453.1	KAK9839152.1, KAK9839153.1
OG0000301	KAK9853885.1, KAK9862901.1	KAK9827906.1, KAK9827907.1, KAK9827908.1
OG0000302	KAK9854192.1, KAK9863126.1	KAK9825120.1, KAK9842860.1, KAK9843194.1
OG0000303	KAK9855178.1, KAK9855179.1, KAK9865970.1, KAK9865971.1, KAK9865972.1	
OG0000304	KAK9855452.1, KAK9859806.1, KAK9859807.1	KAK9815977.1, KAK9815978.1
OG0000305	KAK9855796.1, KAK9855797.1, KAK9867411.1, KAK9867412.1	KAK9822024.1
OG0000306	KAK9856458.1, KAK9864387.1	KAK9821368.1, KAK9821373.1, KAK9836480.1
OG0000307	KAK9856468.1, KAK9856469.1	KAK9822722.1, KAK9827045.1, KAK9827046.1
OG0000308	KAK9856796.1, KAK9862748.1	KAK9818742.1, KAK9843307.1, KAK9843308.1
OG0000309	KAK9857178.1, KAK9865877.1	KAK9819225.1, KAK9836445.1, KAK9841368.1
OG0000310	KAK9857197.1, KAK9863111.1	KAK9825268.1, KAK9825269.1, KAK9833605.1
OG0000311	KAK9857249.1, KAK9857250.1, KAK9866941.1, KAK9866942.1	KAK9844824.1
OG0000312	KAK9857577.1, KAK9862718.1, KAK9862719.1	KAK9828227.1, KAK9828228.1
OG0000313	KAK9858394.1	KAK9832965.1, KAK9832966.1, KAK9833115.1, KAK9843257.1
OG0000314	KAK9858460.1, KAK9858461.1, KAK9864530.1	KAK9827031.1, KAK9827032.1
OG0000315	KAK9858474.1, KAK9867402.1, KAK9867410.1	KAK9839909.1, KAK9839910.1
OG0000316	KAK9858853.1	KAK9818493.1, KAK9818523.1, KAK9818532.1, KAK9818534.1
OG0000317	KAK9859386.1, KAK9859387.1, KAK9859388.1, KAK9864019.1, KAK9864020.1	
OG0000318	KAK9859786.1, KAK9859787.1	KAK9822963.1, KAK9822964.1, KAK9822965.1
OG0000319	KAK9859790.1, KAK9859791.1, KAK9866188.1, KAK9866189.1	KAK9822608.1
OG0000320	KAK9859795.1, KAK9859796.1	KAK9822587.1, KAK9822588.1, KAK9822589.1
OG0000321	KAK9859805.1, KAK9864306.1	KAK9815980.1, KAK9835505.1, KAK9835788.1
OG0000322	KAK9859817.1, KAK9859818.1, KAK9859819.1, KAK9859820.1	KAK9824797.1
OG0000323	KAK9860337.1	KAK9834491.1, KAK9834601.1, KAK9834602.1, KAK9836767.1
OG0000324	KAK9860441.1, KAK9865270.1, KAK9865271.1	KAK9837902.1, KAK9837903.1
OG0000325	KAK9861046.1	KAK9816028.1, KAK9818505.1, KAK9818530.1, KAK9822956.1
OG0000326	KAK9861075.1	KAK9831296.1, KAK9834550.1, KAK9836603.1, KAK9844699.1
OG0000327	KAK9861212.1, KAK9862302.1, KAK9862303.1	KAK9836635.1, KAK9836636.1
OG0000328	KAK9861225.1, KAK9866977.1	KAK9820880.1, KAK9836670.1, KAK9837564.1
OG0000329	KAK9861273.1, KAK9865755.1, KAK9868560.1	KAK9837864.1, KAK9837865.1
OG0000330	KAK9861292.1	KAK9816175.1, KAK9826578.1, KAK9832432.1, KAK9833913.1
OG0000331	KAK9861410.1, KAK9862945.1, KAK9862946.1, KAK9864397.1	KAK9837623.1
OG0000332	KAK9861435.1, KAK9866158.1, KAK9866159.1	KAK9843218.1, KAK9843219.1
OG0000333	KAK9861515.1, KAK9861516.1, KAK9861517.1	KAK9839902.1, KAK9839903.1
OG0000334	KAK9861588.1, KAK9861591.1	KAK9818953.1, KAK9826659.1, KAK9836607.1
OG0000335	KAK9861589.1	KAK9815972.1, KAK9816391.1, KAK9820771.1, KAK9826546.1
OG0000336	KAK9861625.1, KAK9861626.1, KAK9866473.1	KAK9836453.1, KAK9836454.1
OG0000337	KAK9861632.1	KAK9844514.1, KAK9844864.1, KAK9844865.1, KAK9844866.1
OG0000338	KAK9861639.1, KAK9863515.1	KAK9836844.1, KAK9836845.1, KAK9836846.1
OG0000339	KAK9861654.1, KAK9861655.1, KAK9861656.1	KAK9831597.1, KAK9831598.1
OG0000340	KAK9861694.1, KAK9862497.1, KAK9862498.1	KAK9843205.1, KAK9843206.1
OG0000341	KAK9861720.1, KAK9861721.1, KAK9864277.1, KAK9864278.1	KAK9831735.1
OG0000342	KAK9861844.1, KAK9865347.1, KAK9865348.1	KAK9830800.1, KAK9839034.1
OG0000343	KAK9861917.1, KAK9867171.1	KAK9818802.1, KAK9818813.1, KAK9837588.1
OG0000344	KAK9861938.1	KAK9818872.1, KAK9831056.1, KAK9838813.1, KAK9838814.1
OG0000345	KAK9862084.1, KAK9862086.1, KAK9862987.1	KAK9832270.1, KAK9832383.1
OG0000346	KAK9862236.1, KAK9866069.1, KAK9866070.1	KAK9825256.1, KAK9825257.1
OG0000347	KAK9862255.1, KAK9863179.1, KAK9863180.1, KAK9863181.1	KAK9831281.1
OG0000348	KAK9862299.1, KAK9862300.1, KAK9862301.1, KAK9862878.1	KAK9842877.1
OG0000349	KAK9862315.1, KAK9863134.1	KAK9827776.1, KAK9827777.1, KAK9827778.1
OG0000350	KAK9862364.1, KAK9865808.1	KAK9821247.1, KAK9838052.1, KAK9840286.1
OG0000351	KAK9862442.1, KAK9862443.1, KAK9862444.1	KAK9836912.1, KAK9836913.1
OG0000352	KAK9862447.1	KAK9822261.1, KAK9822347.1, KAK9822348.1, KAK9836588.1
OG0000353	KAK9862564.1, KAK9863802.1, KAK9866587.1	KAK9838049.1, KAK9838890.1
OG0000354	KAK9862608.1, KAK9868194.1, KAK9868195.1, KAK9868196.1	KAK9833685.1
OG0000355	KAK9862662.1, KAK9862663.1, KAK9868858.1	KAK9826982.1, KAK9826984.1
OG0000356	KAK9862680.1, KAK9864156.1, KAK9864157.1	KAK9831297.1, KAK9831298.1
OG0000357	KAK9862738.1, KAK9864555.1	KAK9825021.1, KAK9827572.1, KAK9836866.1
OG0000358	KAK9862821.1, KAK9862822.1, KAK9868933.1	KAK9833192.1, KAK9833193.1
OG0000359	KAK9862823.1, KAK9862824.1, KAK9868944.1, KAK9868945.1	KAK9833137.1
OG0000360	KAK9862852.1, KAK9862853.1, KAK9862854.1, KAK9864360.1	KAK9831651.1
OG0000361	KAK9862912.1, KAK9862913.1, KAK9862939.1, KAK9862940.1	KAK9830738.1
OG0000362	KAK9862960.1, KAK9866512.1	KAK9830720.1, KAK9830746.1, KAK9843018.1
OG0000363	KAK9862971.1	KAK9817320.1, KAK9819024.1, KAK9841522.1, KAK9841523.1
OG0000364	KAK9863044.1	KAK9831049.1, KAK9834728.1, KAK9840122.1, KAK9841338.1
OG0000365	KAK9863114.1, KAK9863512.1, KAK9863513.1	KAK9832264.1, KAK9832265.1
OG0000366	KAK9863131.1, KAK9867200.1	KAK9843159.1, KAK9843160.1, KAK9843161.1
OG0000367	KAK9863237.1, KAK9863238.1	KAK9816203.1, KAK9816204.1, KAK9816205.1
OG0000368	KAK9863300.1, KAK9863301.1, KAK9863302.1	KAK9831619.1, KAK9831786.1
OG0000369	KAK9863370.1, KAK9867538.1	KAK9842950.1, KAK9842951.1, KAK9842952.1
OG0000370	KAK9863456.1, KAK9866538.1, KAK9866539.1, KAK9866546.1	KAK9844859.1
OG0000371	KAK9863599.1, KAK9865982.1, KAK9865983.1	KAK9820749.1, KAK9834451.1
OG0000372	KAK9863863.1, KAK9863864.1, KAK9866875.1	KAK9836717.1, KAK9837978.1
OG0000373	KAK9864120.1	KAK9816157.1, KAK9826920.1, KAK9827191.1, KAK9831086.1
OG0000374	KAK9864133.1, KAK9869006.1	KAK9821352.1, KAK9825563.1, KAK9832895.1
OG0000375	KAK9864240.1, KAK9864559.1, KAK9864561.1, KAK9864562.1	KAK9834660.1
OG0000376	KAK9864392.1, KAK9865875.1, KAK9865876.1	KAK9836619.1, KAK9836620.1
OG0000377	KAK9864447.1, KAK9864448.1	KAK9838819.1, KAK9838820.1, KAK9838821.1
OG0000378	KAK9864456.1	KAK9816217.1, KAK9816345.1, KAK9842984.1, KAK9845089.1
OG0000379	KAK9864537.1, KAK9864538.1, KAK9866843.1, KAK9866844.1	KAK9830670.1
OG0000380	KAK9864727.1	KAK9822294.1, KAK9843147.1, KAK9843148.1, KAK9843149.1
OG0000381	KAK9864881.1, KAK9868285.1	KAK9818600.1, KAK9831750.1, KAK9841567.1
OG0000382	KAK9864923.1	KAK9825033.1, KAK9828313.1, KAK9833031.1, KAK9839933.1
OG0000383	KAK9864949.1, KAK9865022.1	KAK9835842.1, KAK9835843.1, KAK9835844.1
OG0000384	KAK9865023.1, KAK9865024.1	KAK9835797.1, KAK9835798.1, KAK9835799.1
OG0000385	KAK9865133.1, KAK9867071.1, KAK9867072.1	KAK9845034.1, KAK9845035.1
OG0000386	KAK9865140.1, KAK9867085.1	KAK9833858.1, KAK9844837.1, KAK9844838.1
OG0000387	KAK9865327.1, KAK9865331.1, KAK9865332.1	KAK9838832.1, KAK9838953.1
OG0000388	KAK9865549.1, KAK9865550.1, KAK9865551.1	KAK9818820.1, KAK9818821.1
OG0000389	KAK9865584.1, KAK9865585.1, KAK9865586.1	KAK9835759.1, KAK9835760.1
OG0000390	KAK9865591.1, KAK9865592.1	KAK9830705.1, KAK9830706.1, KAK9830707.1
OG0000391	KAK9865690.1, KAK9866234.1, KAK9867389.1	KAK9832341.1, KAK9834741.1
OG0000392	KAK9865783.1, KAK9868393.1, KAK9868394.1	KAK9844671.1, KAK9844672.1
OG0000393	KAK9865798.1, KAK9865801.1, KAK9865802.1, KAK9867016.1, KAK9867017.1	
OG0000394	KAK9865969.1	KAK9820714.1, KAK9820715.1, KAK9820728.1, KAK9820742.1
OG0000395	KAK9866000.1	KAK9818551.1, KAK9820747.1, KAK9822940.1, KAK9833017.1
OG0000396	KAK9866057.1, KAK9866058.1, KAK9866136.1	KAK9821669.1, KAK9844799.1
OG0000397	KAK9866167.1, KAK9866168.1	KAK9842754.1, KAK9842755.1, KAK9842756.1
OG0000398	KAK9866514.1, KAK9866515.1	KAK9821258.1, KAK9821271.1, KAK9821272.1
OG0000399	KAK9866529.1	KAK9818763.1, KAK9819532.1, KAK9824967.1, KAK9834604.1
OG0000400	KAK9866640.1, KAK9866643.1	KAK9832352.1, KAK9832353.1, KAK9832354.1
OG0000401	KAK9866834.1	KAK9838869.1, KAK9838870.1, KAK9838871.1, KAK9838872.1
OG0000402	KAK9867104.1, KAK9867433.1, KAK9867440.1, KAK9867444.1	KAK9834700.1
OG0000403	KAK9867162.1, KAK9868986.1	KAK9821393.1, KAK9826335.1, KAK9828322.1
OG0000404	KAK9867240.1, KAK9867241.1, KAK9867242.1	KAK9825767.1, KAK9825768.1
OG0000405	KAK9867279.1	KAK9818840.1, KAK9826656.1, KAK9832946.1, KAK9843220.1
OG0000406	KAK9867754.1, KAK9868495.1, KAK9868666.1, KAK9869002.1, KAK9869003.1	
OG0000407	KAK9867757.1, KAK9867758.1, KAK9868653.1	KAK9826255.1, KAK9826326.1
OG0000408	KAK9867830.1, KAK9867831.1, KAK9867832.1	KAK9833155.1, KAK9833156.1
OG0000409	KAK9867956.1, KAK9867957.1, KAK9867965.1	KAK9836914.1, KAK9836915.1
OG0000410	KAK9868099.1, KAK9868100.1, KAK9868101.1, KAK9868109.1	KAK9827546.1
OG0000411	KAK9868201.1, KAK9868202.1	KAK9833634.1, KAK9833635.1, KAK9833636.1
OG0000412	KAK9868272.1	KAK9827000.1, KAK9827203.1, KAK9833890.1, KAK9845141.1
OG0000413	KAK9868336.1, KAK9868337.1	KAK9845051.1, KAK9845052.1, KAK9845053.1
OG0000414	KAK9868409.1, KAK9868423.1	KAK9832998.1, KAK9833053.1, KAK9833160.1
OG0000415	KAK9868441.1, KAK9868780.1, KAK9868781.1	KAK9822929.1, KAK9822930.1
OG0000416	KAK9868633.1, KAK9868636.1	KAK9825973.1, KAK9825974.1, KAK9825975.1
OG0000417	KAK9868733.1, KAK9868734.1, KAK9868735.1	KAK9827020.1, KAK9827021.1
OG0000418	KAK9868760.1, KAK9868761.1	KAK9822266.1, KAK9822304.1, KAK9822315.1
OG0000419	KAK9868762.1, KAK9868763.1, KAK9868764.1	KAK9822273.1, KAK9822314.1
OG0000420	KAK9868980.1	KAK9815981.1, KAK9818593.1, KAK9826279.1, KAK9826282.1
OG0000421	KAK9869056.1, KAK9869057.1, KAK9869058.1	KAK9840030.1, KAK9840350.1
OG0000422	Null	KAK9815975.1, KAK9816238.1, KAK9820779.1, KAK9832983.1, KAK9833633.1
OG0000423	Null	KAK9818609.1, KAK9819513.1, KAK9832421.1, KAK9836425.1, KAK9841596.1
OG0000424	Null	KAK9818707.1, KAK9827768.1, KAK9827774.1, KAK9827821.1, KAK9827925.1
OG0000425	Null	KAK9818755.1, KAK9826304.1, KAK9833880.1, KAK9838005.1, KAK9844349.1
OG0000426	Null	KAK9819187.1, KAK9819198.1, KAK9819219.1, KAK9819224.1, KAK9840188.1
OG0000427	Null	KAK9834595.1, KAK9834596.1, KAK9834597.1, KAK9834598.1, KAK9839119.1
OG0000428	Null	KAK9838911.1, KAK9838912.1, KAK9838913.1, KAK9838914.1, KAK9838915.1
OG0000429	KAK9831829.1, KAK9831830.1	KAK9840428.1, KAK9840429.1
OG0000430	KAK9831916.1, KAK9843907.1, KAK9862950.1	KAK9837901.1
OG0000431	KAK9832011.1	KAK9831823.1, KAK9837562.1, KAK9838839.1
OG0000432	KAK9832017.1, KAK9839599.1, KAK9864436.1	KAK9831568.1
OG0000433	KAK9832120.1, KAK9864700.1, KAK9867204.1	KAK9821268.1
OG0000434	KAK9832470.1, KAK9833240.1, KAK9865430.1	KAK9833834.1
OG0000435	KAK9832562.1	KAK9816206.1, KAK9816214.1, KAK9818804.1
OG0000436	KAK9832563.1, KAK9857202.1	KAK9816200.1, KAK9845100.1
OG0000437	KAK9832571.1, KAK9839596.1, KAK9867122.1	KAK9825807.1
OG0000438	KAK9832666.1	KAK9819441.1, KAK9831126.1, KAK9839065.1
OG0000439	KAK9832669.1, KAK9865045.1, KAK9865046.1	KAK9840238.1
OG0000440	KAK9832674.1	KAK9840317.1, KAK9840318.1, KAK9840319.1
OG0000441	KAK9832758.1, KAK9848023.1	KAK9817603.1, KAK9828331.1
OG0000442	KAK9832769.1, KAK9855762.1, KAK9857599.1	KAK9835889.1
OG0000443	KAK9833236.1	KAK9843174.1, KAK9843291.1, KAK9843292.1
OG0000444	KAK9833238.1, KAK9833239.1, KAK9866426.1	KAK9819295.1
OG0000445	KAK9833347.1, KAK9833348.1	KAK9844933.1, KAK9844934.1
OG0000446	KAK9833364.1, KAK9867551.1	KAK9819331.1, KAK9835611.1
OG0000447	KAK9833374.1, KAK9863770.1	KAK9827851.1, KAK9843079.1
OG0000448	KAK9833588.1, KAK9833589.1	KAK9836542.1, KAK9836543.1
OG0000449	KAK9834084.1, KAK9834087.1, KAK9866245.1	KAK9831776.1
OG0000450	KAK9834100.1, KAK9834101.1, KAK9866247.1	KAK9831801.1
OG0000451	KAK9834110.1, KAK9863089.1, KAK9866698.1	KAK9840080.1
OG0000452	KAK9834114.1, KAK9845181.1, KAK9861669.1	KAK9844833.1
OG0000453	KAK9834211.1, KAK9843866.1	KAK9843068.1, KAK9843069.1
OG0000454	KAK9834215.1	KAK9827544.1, KAK9832927.1, KAK9832928.1
OG0000455	KAK9834234.1, KAK9834235.1, KAK9834236.1	KAK9817398.1
OG0000456	KAK9834241.1, KAK9867637.1	KAK9820884.1, KAK9826041.1
OG0000457	KAK9834347.1, KAK9868797.1	KAK9822724.1, KAK9822725.1
OG0000458	KAK9834353.1, KAK9835279.1	KAK9818438.1, KAK9842975.1
OG0000459	KAK9834360.1, KAK9834361.1, KAK9839564.1	KAK9844567.1
OG0000460	KAK9834369.1, KAK9861536.1, KAK9861537.1	KAK9841639.1
OG0000461	KAK9834370.1, KAK9861535.1	KAK9841281.1, KAK9841282.1
OG0000462	KAK9834933.1, KAK9862921.1	KAK9842916.1, KAK9842917.1
OG0000463	KAK9834946.1, KAK9834947.1, KAK9863020.1	KAK9830755.1
OG0000464	KAK9834951.1, KAK9856841.1, KAK9857228.1	KAK9837722.1
OG0000465	KAK9835076.1, KAK9841072.1, KAK9864067.1	KAK9844881.1
OG0000466	KAK9835077.1, KAK9841073.1, KAK9859346.1	KAK9844466.1
OG0000467	KAK9835088.1	KAK9841605.1, KAK9841606.1, KAK9841607.1
OG0000468	KAK9835249.1, KAK9835250.1, KAK9866474.1	KAK9836578.1
OG0000469	KAK9835264.1, KAK9846159.1, KAK9846160.1	KAK9819306.1
OG0000470	KAK9835272.1, KAK9848167.1, KAK9865697.1	KAK9821869.1
OG0000471	KAK9835296.1, KAK9866821.1	KAK9840270.1, KAK9840351.1
OG0000472	KAK9835934.1	KAK9837696.1, KAK9837787.1, KAK9838063.1
OG0000473	KAK9835939.1, KAK9861854.1, KAK9861855.1, KAK9861856.1	
OG0000474	KAK9836048.1, KAK9866078.1, KAK9866079.1	KAK9820874.1
OG0000475	KAK9836063.1, KAK9868453.1, KAK9868454.1	KAK9822909.1
OG0000476	KAK9836071.1, KAK9845174.1, KAK9863570.1	KAK9825285.1
OG0000477	KAK9836072.1, KAK9836073.1	KAK9825208.1, KAK9825209.1
OG0000478	KAK9836206.1, KAK9843914.1	KAK9841249.1, KAK9841250.1
OG0000479	KAK9836219.1, KAK9845550.1	KAK9828338.1, KAK9838651.1
OG0000480	KAK9836244.1, KAK9836245.1, KAK9865233.1	KAK9831035.1
OG0000481	KAK9836246.1, KAK9862509.1, KAK9865234.1	KAK9831170.1
OG0000482	KAK9836362.1, KAK9836365.1, KAK9861606.1	KAK9819302.1
OG0000483	KAK9836382.1, KAK9836383.1	KAK9839897.1, KAK9839898.1
OG0000484	KAK9836386.1, KAK9864772.1, KAK9869061.1	KAK9840261.1
OG0000485	KAK9836922.1, KAK9836923.1, KAK9836924.1	KAK9822572.1
OG0000486	KAK9837050.1, KAK9837051.1, KAK9853099.1	KAK9818578.1
OG0000487	KAK9837198.1	KAK9822556.1, KAK9822557.1, KAK9834423.1
OG0000488	KAK9837209.1, KAK9842620.1, KAK9852357.1	KAK9824917.1
OG0000489	KAK9837216.1, KAK9857630.1	KAK9816219.1, KAK9820813.1
